timestamp	Analog Input #1	Analog Input #2	Analog Input #3	Analog Input #4	Analog Input #5	Analog Input #6	Analog Input #7	Analog Input #8	Frequency 1	Frequency 2	Frequency 3	Frequency 4	Driven Avg Wheel Speed	Non-Driven Avg Wheel Speed	Ignition Compensation	Ignition Cut Percentage	RPM	TPS	Fuel Open Time	Ignition Angle	Driven Wheel Speed #1	Driven Wheel Speed #2	Non-Driven Wheel Speed #1	Non-Driven Wheel Speed #2	Barometer	MAP	Lambda	Pressure Type	Battery Volt	Air Temp	Coolant Temp	Temp Type
1721153580	1.52	2.05	0.01	0.52																												
1721153580	1.52	2.05	0.01	0.52	0.01	0.71	0.01	0.04																								
1721153580	1.52	2.05	0.01	0.52	0.01	0.71	0.01	0.04	0	0	0	0																				
1721153580	1.52	2.05	0.01	0.52	0.01	0.71	0.01	0.04	0	0	0	0	0	0	0	0																
1721153580	1.52	2.05	0.01	0.52	0.01	0.71	0.01	0.04	0	0	0	0	0	0	0	0	2048	2	1.76	8.6												
1721153580	1.52	2.05	0.01	0.52	0.01	0.71	0.01	0.04	0	0	0	0	0	0	0	0	2048	2	1.76	8.6	0	0	0	0								
1721153580	1.52	2.05	0.01	0.52	0.01	0.71	0.01	0.04	0	0	0	0	0	0	0	0	2048	2	1.76	8.6	0	0	0	0	14.7	12.85	0.96	KPA				
1721153580	1.52	2.05	0.01	0.52	0.01	0.71	0.01	0.04	0	0	0	0	0	0	0	0	2025	1.9	1.77	8.6	0	0	0	0	14.7	12.85	0.96	KPA				
1721153580	1.52	2.05	0.01	0.52	0.01	0.71	0.01	0.04	0	0	0	0	0	0	0	0	2025	1.9	1.77	8.6	0	0	0	0	14.7	12.59	0.96	KPA				
1721153580	1.52	2.05	0.01	0.52	0.01	0.71	0.01	0.04	0	0	0	0	0	0	0	0	2025	1.9	1.77	8.6	0	0	0	0	14.7	12.59	0.96	KPA				
1721153580	1.52	2.05	0.01	0.52	0.01	0.71	0.01	0.04	0	0	0	0	0	0	0	0	2025	1.9	1.77	8.6	0	0	0	0	14.7	12.59	0.96	KPA				
1721153580	1.52	2.05	0.01	0.52	0.01	0.71	0.01	0.04	0	0	0	0	0	0	0	0	2025	1.9	1.77	8.6	0	0	0	0	14.7	12.59	0.96	KPA				
1721153580	1.52	2.05	0.01	0.52	0.01	0.71	0.01	0.04	0	0	0	0	0	0	0	0	2025	1.9	1.77	8.6	0	0	0	0	14.7	12.59	0.96	KPA				
1721153580	1.52	2.05	0.01	0.52	0.01	0.71	0.01	0.04	0	0	0	0	0	0	0	0	1960	1.9	1.76	8.6	0	0	0	0	14.7	12.59	0.96	KPA				
1721153580	1.52	2.05	0.01	0.52	0.01	0.71	0.01	0.04	0	0	0	0	0	0	0	0	1960	1.9	1.76	8.6	0	0	0	0	14.7	12.59	0.96	KPA				
1721153580	1.52	2.05	0.01	0.52	0.01	0.71	0.01	0.04	0	0	0	0	0	0	0	0	1960	1.9	1.76	8.6	0	0	0	0	14.7	12.52	0.96	KPA				
1721153580	1.52	2.05	0.01	0.52	0.01	0.71	0.01	0.04	0	0	0	0	0	0	0	0	1952	1.9	1.76	9.7	0	0	0	0	14.7	12.52	0.96	KPA				
1721153580	1.52	2.05	0.01	0.52	0.01	0.71	0.01	0.04	0	0	0	0	0	0	0	0	1952	1.9	1.76	9.7	0	0	0	0	14.7	12.63	0.96	KPA				
1721153580	1.53	2.05	0.01	0.52	0.01	0.71	0.01	0.04	0	0	0	0	0	0	0	0	1952	1.9	1.76	9.7	0	0	0	0	14.7	12.63	0.96	KPA				
1721153580	1.53	2.05	0.01	0.52	0.01	0.71	0.01	0.04	0	0	0	0	0	0	0	0	1952	1.9	1.76	9.7	0	0	0	0	14.7	12.63	0.96	KPA				
1721153580	1.53	2.05	0.01	0.52	0.01	0.71	0.01	0.04	0	0	0	0	0	0	0	0	1952	1.9	1.76	9.7	0	0	0	0	14.7	12.63	0.96	KPA				
1721153580	1.53	2.05	0.01	0.52	0.01	0.71	0.01	0.04	0	0	0	0	0	0	0	0	1952	1.9	1.76	9.7	0	0	0	0	14.7	12.63	0.96	KPA				
1721153580	1.53	2.05	0.01	0.52	0.01	0.71	0.01	0.04	0	0	0	0	0	0	0	0	1961	1.9	1.76	9.7	0	0	0	0	14.7	12.63	0.96	KPA				
1721153580	1.53	2.05	0.01	0.52	0.01	0.71	0.01	0.04	0	0	0	0	0	0	0	0	1961	1.9	1.76	9.7	0	0	0	0	14.7	12.63	0.96	KPA				
1721153580	1.53	2.05	0.01	0.52	0.01	0.71	0.01	0.04	0	0	0	0	0	0	0	0	1961	1.9	1.76	9.7	0	0	0	0	14.7	12.76	0.96	KPA				
1721153580	1.53	2.05	0.01	0.52	0.01	0.71	0.01	0.04	0	0	0	0	0	0	0	0	1970	2	1.76	9.7	0	0	0	0	14.7	12.76	0.96	KPA				
1721153580	1.53	2.05	0.01	0.52	0.01	0.71	0.01	0.04	0	0	0	0	0	0	0	0	1970	2	1.76	9.7	0	0	0	0	14.7	12.79	0.96	KPA				
1721153580	1.56	2.05	0.01	0.52	0.01	0.71	0.01	0.04	0	0	0	0	0	0	0	0	1970	2	1.76	9.7	0	0	0	0	14.7	12.79	0.96	KPA				
1721153580	1.56	2.05	0.01	0.52	0.01	0.71	0.01	0.04	0	0	0	0	0	0	0	0	1970	2	1.76	9.7	0	0	0	0	14.7	12.79	0.96	KPA				
1721153580	1.56	2.05	0.01	0.52	0.01	0.71	0.01	0.04	0	0	0	0	0	0	0	0	1970	2	1.76	9.7	0	0	0	0	14.7	12.79	0.96	KPA				
1721153580	1.56	2.05	0.01	0.52	0.01	0.71	0.01	0.04	0	0	0	0	0	0	0	0	1970	2	1.76	9.7	0	0	0	0	14.7	12.79	0.96	KPA				
1721153580	1.56	2.05	0.01	0.52	0.01	0.71	0.01	0.04	0	0	0	0	0	0	0	0	2037	1.9	1.77	6.7	0	0	0	0	14.7	12.79	0.96	KPA				
1721153580	1.56	2.05	0.01	0.52	0.01	0.71	0.01	0.04	0	0	0	0	0	0	0	0	2037	1.9	1.77	6.7	0	0	0	0	14.7	12.79	0.96	KPA				
1721153580	1.56	2.05	0.01	0.52	0.01	0.71	0.01	0.04	0	0	0	0	0	0	0	0	2037	1.9	1.77	6.7	0	0	0	0	14.7	12.56	0.96	KPA				
1721153580	1.56	2.05	0.01	0.52	0.01	0.71	0.01	0.04	0	0	0	0	0	0	0	0	2037	1.9	1.77	6.7	0	0	0	0	14.7	12.56	0.96	KPA	14.2	107.8	190.6	C
1721153580	1.56	2.05	0.01	0.52	0.01	0.71	0.01	0.04	0	0	0	0	0	0	0	0	2010	1.9	1.76	6.7	0	0	0	0	14.7	12.56	0.96	KPA	14.2	107.8	190.6	C
1721153580	1.56	2.05	0.01	0.52	0.01	0.71	0.01	0.04	0	0	0	0	0	0	0	0	2010	1.9	1.76	6.7	0	0	0	0	14.7	12.73	0.96	KPA	14.2	107.8	190.6	C
1721153580	1.52	2.05	0.01	0.52	0.01	0.71	0.01	0.04	0	0	0	0	0	0	0	0	2010	1.9	1.76	6.7	0	0	0	0	14.7	12.73	0.96	KPA	14.2	107.8	190.6	C
1721153580	1.52	2.05	0.01	0.52	0.01	0.71	0.01	0.04	0	0	0	0	0	0	0	0	2010	1.9	1.76	6.7	0	0	0	0	14.7	12.73	0.96	KPA	14.2	107.8	190.6	C
1721153580	1.52	2.05	0.01	0.52	0.01	0.71	0.01	0.04	0	0	0	0	0	0	0	0	2010	1.9	1.76	6.7	0	0	0	0	14.7	12.73	0.96	KPA	14.2	107.8	190.6	C
1721153580	1.52	2.05	0.01	0.52	0.01	0.71	0.01	0.04	0	0	0	0	0	0	0	0	2010	1.9	1.76	6.7	0	0	0	0	14.7	12.73	0.96	KPA	14.2	107.8	190.6	C
